"Date","Price","Open","High","Low","Vol.","Change %"
"01/02/2023","10,578.34","10,556.56","10,588.96","10,515.82","149.28M","0.30%"
"01/01/2023","10,546.67","10,505.57","10,565.61","10,500.21","77.06M","0.65%"
"12/29/2022","10,478.46","10,482.07","10,542.65","10,447.63","115.00M","-0.07%"
"12/28/2022","10,485.29","10,355.50","10,485.29","10,321.74","134.96M","1.22%"
"12/27/2022","10,359.26","10,236.61","10,392.35","10,210.44","104.45M","1.28%"
"12/26/2022","10,228.64","10,239.11","10,254.25","10,220.33","85.57M","-0.06%"
"12/25/2022","10,234.52","10,230.96","10,255.63","10,208.77","79.76M","0.18%"
"12/22/2022","10,215.79","10,297.28","10,315.30","10,215.79","100.38M","-0.60%"
"12/21/2022","10,276.94","10,298.12","10,323.38","10,248.62","137.82M","-0.03%"
"12/20/2022","10,280.15","10,159.91","10,280.15","10,051.08","136.79M","0.92%"
"12/19/2022","10,186.18","10,265.17","10,267.41","10,128.14","163.85M","-0.64%"
"12/18/2022","10,251.68","10,268.56","10,316.61","10,233.96","117.49M","-0.38%"
"12/15/2022","10,290.42","10,232.49","10,294.65","10,181.92","231.70M","0.41%"
"12/14/2022","10,248.12","10,289.82","10,386.11","10,204.87","347.94M","0.26%"
"12/13/2022","10,221.14","10,077.88","10,303.60","10,067.47","534.38M","1.87%"
"12/12/2022","10,033.19","10,168.17","10,168.17","9,950.17","642.15M","-1.04%"
"12/11/2022","10,138.31","10,263.99","10,326.44","10,122.00","84.26M","-1.06%"
"12/08/2022","10,246.61","10,209.21","10,308.63","10,089.12","113.40M","0.60%"
"12/07/2022","10,185.14","10,443.52","10,466.64","10,185.14","115.30M","-2.48%"
"12/06/2022","10,444.27","10,405.83","10,444.27","10,265.63","133.30M","0.24%"
"12/05/2022","10,419.15","10,735.57","10,737.98","10,419.15","116.63M","-2.84%"
"12/04/2022","10,723.95","10,853.78","10,858.66","10,722.67","85.62M","-0.91%"
"12/01/2022","10,822.65","10,928.97","10,957.64","10,822.65","123.16M","-0.68%"
"11/30/2022","10,896.91","10,749.86","10,896.91","10,683.47","169.56M","1.35%"
"11/29/2022","10,752.01","10,761.95","10,826.90","10,718.84","109.81M","0.05%"
"11/28/2022","10,746.64","10,683.82","10,837.48","10,577.76","111.18M","-0.46%"
"11/27/2022","10,796.46","10,935.48","10,936.52","10,744.86","74.79M","-1.30%"
"11/24/2022","10,938.75","10,944.69","10,946.02","10,799.57","143.59M","-0.24%"
"11/22/2022","10,965.41","10,921.21","10,965.41","10,835.61","80.08M","0.32%"
"11/21/2022","10,930.51","11,034.36","11,034.49","10,876.84","101.73M","-1.11%"
"11/20/2022","11,053.16","11,139.72","11,142.82","11,022.83","86.42M","-0.80%"
"11/17/2022","11,142.02","11,163.32","11,169.03","11,093.85","107.52M","-0.08%"
"11/16/2022","11,151.24","11,074.91","11,151.24","10,975.50","130.45M","0.49%"
"11/15/2022","11,096.58","11,213.53","11,217.22","11,046.88","121.44M","-0.90%"
"11/14/2022","11,197.46","11,234.05","11,246.90","11,093.38","139.30M","-0.44%"
"11/13/2022","11,246.93","11,346.94","11,365.56","11,238.83","119.83M","0.31%"
"11/10/2022","11,211.70","11,369.53","11,369.67","11,178.78","129.15M","-1.71%"
"11/09/2022","11,407.18","11,467.88","11,467.92","11,358.87","120.03M","-0.69%"
"11/08/2022","11,486.53","11,592.06","11,597.28","11,430.04","146.35M","-0.97%"
"11/07/2022","11,598.76","11,516.69","11,598.76","11,440.62","142.68M","0.67%"
"11/06/2022","11,521.28","11,560.72","11,609.42","11,508.44","113.71M","0.72%"
"11/03/2022","11,439.19","11,463.48","11,506.05","11,411.80","138.93M","-0.79%"
"11/02/2022","11,530.29","11,500.32","11,553.70","11,333.38","198.72M","0.00%"
"11/01/2022","11,530.44","11,677.03","11,681.08","11,462.96","182.17M","-1.18%"
"10/31/2022","11,667.80","11,647.78","11,667.80","11,549.39","145.61M","0.30%"
"10/30/2022","11,632.33","11,728.53","11,773.87","11,630.79","104.02M","-0.66%"
"10/27/2022","11,709.50","11,781.16","11,839.83","11,703.20","187.31M","-0.76%"
"10/26/2022","11,798.77","11,983.52","12,004.85","11,732.10","160.38M","-1.46%"
"10/25/2022","11,973.86","12,080.05","12,099.60","11,909.36","164.79M","-0.84%"
"10/24/2022","12,075.27","11,979.28","12,075.27","11,927.81","147.92M","0.57%"
"10/23/2022","12,006.59","12,035.59","12,076.04","11,989.53","129.98M","0.36%"
"10/20/2022","11,963.68","11,801.39","11,963.68","11,798.35","140.54M","1.43%"
"10/19/2022","11,795.10","11,814.28","11,851.16","11,769.38","130.25M","-0.13%"
"10/18/2022","11,809.95","11,624.66","11,809.95","11,623.61","148.25M","2.11%"
"10/17/2022","11,566.38","11,421.96","11,591.61","11,416.30","111.56M","1.41%"
"10/16/2022","11,405.88","11,440.18","11,467.87","11,331.23","98.77M","-0.14%"
"10/13/2022","11,421.78","11,548.12","11,564.52","11,421.78","112.89M","-1.12%"
"10/12/2022","11,551.34","11,533.00","11,590.21","11,502.62","143.75M","0.32%"
"10/11/2022","11,514.26","11,542.79","11,560.08","11,456.51","124.15M","-0.14%"
"10/10/2022","11,530.37","11,554.00","11,628.74","11,471.89","139.85M","-0.31%"
"10/09/2022","11,566.45","11,758.44","11,769.26","11,555.15","115.45M","-1.63%"
"10/06/2022","11,757.79","11,802.63","11,824.22","11,747.23","135.22M","-0.11%"
"10/05/2022","11,770.32","11,862.97","11,880.52","11,709.64","186.50M","-0.09%"
"10/04/2022","11,780.41","11,711.15","11,785.91","11,679.16","195.96M","1.49%"
"10/03/2022","11,607.96","11,544.69","11,647.41","11,533.94","184.54M","1.05%"
"10/02/2022","11,487.07","11,420.66","11,530.18","11,325.68","148.68M","0.72%"
"09/29/2022","11,405.32","11,253.33","11,411.35","11,252.80","172.24M","2.11%"
"09/28/2022","11,170.08","11,121.36","11,241.11","11,032.52","165.84M","1.39%"
"09/27/2022","11,017.38","10,981.28","11,085.96","10,932.34","161.14M","0.99%"
"09/26/2022","10,909.18","11,113.68","11,193.42","10,909.18","172.34M","-2.26%"
"09/25/2022","11,161.38","11,201.19","11,218.09","11,121.94","128.31M","-2.62%"
"09/21/2022","11,461.09","11,498.37","11,543.42","11,402.57","118.14M","-0.37%"
"09/20/2022","11,503.60","11,523.93","11,615.45","11,503.60","126.95M","0.50%"
"09/19/2022","11,446.33","11,545.32","11,602.22","11,404.06","125.00M","-1.09%"
"09/18/2022","11,572.18","11,807.59","11,814.84","11,554.56","137.87M","-2.18%"
"09/15/2022","11,829.54","11,920.15","12,016.12","11,829.54","162.48M","-0.54%"
"09/14/2022","11,893.27","11,871.41","11,987.71","11,846.15","121.83M","-1.58%"
"09/13/2022","12,084.45","12,035.45","12,089.66","11,985.36","137.01M","0.52%"
"09/12/2022","12,022.12","11,956.63","12,022.12","11,930.63","112.07M","0.68%"
"09/11/2022","11,940.36","11,951.03","12,014.60","11,935.42","121.24M","0.90%"
"09/08/2022","11,834.26","11,886.51","11,927.63","11,748.50","126.52M","-0.25%"
"09/07/2022","11,863.81","11,983.86","12,034.21","11,862.13","131.75M","-1.09%"
"09/06/2022","11,994.72","12,115.74","12,169.16","11,994.72","135.14M","-0.87%"
"09/05/2022","12,099.84","12,185.20","12,227.59","12,099.84","115.34M","-0.77%"
"09/04/2022","12,194.29","12,107.74","12,225.87","12,073.12","112.38M","0.43%"
"09/01/2022","12,142.65","12,253.13","12,283.70","12,116.14","162.61M","-1.15%"
"08/31/2022","12,283.33","12,431.98","12,453.18","12,273.49","192.38M","-1.38%"
"08/30/2022","12,455.65","12,561.10","12,594.61","12,455.65","144.90M","-0.60%"
"08/29/2022","12,530.66","12,534.53","12,597.63","12,516.97","161.93M","0.04%"
"08/28/2022","12,526.11","12,475.16","12,574.22","12,459.79","137.74M","-0.52%"
"08/25/2022","12,591.74","12,480.55","12,591.74","12,473.61","135.27M","1.19%"
"08/24/2022","12,443.77","12,420.43","12,450.54","12,347.32","153.84M","0.19%"
"08/23/2022","12,420.77","12,541.38","12,616.13","12,420.77","156.64M","-1.11%"
"08/22/2022","12,560.48","12,537.27","12,606.40","12,503.03","138.14M","0.05%"
"08/21/2022","12,554.50","12,626.98","12,644.37","12,549.02","129.65M","-0.53%"
"08/18/2022","12,621.73","12,659.95","12,714.56","12,621.73","186.36M","-0.20%"
"08/17/2022","12,646.74","12,554.49","12,652.44","12,550.12","182.26M","0.81%"
"08/16/2022","12,545.14","12,542.15","12,574.52","12,506.80","214.89M","0.01%"
"08/15/2022","12,543.77","12,512.98","12,543.77","12,454.21","192.54M","0.23%"
"08/14/2022","12,514.37","12,548.38","12,568.17","12,497.17","223.68M","-0.13%"
"08/11/2022","12,530.76","12,471.84","12,538.32","12,469.15","213.74M","0.80%"
"08/10/2022","12,431.45","12,346.11","12,431.45","12,314.86","178.84M","0.82%"
"08/09/2022","12,329.99","12,314.47","12,344.08","12,277.38","167.98M","0.27%"
"08/08/2022","12,297.29","12,230.02","12,324.90","12,226.74","156.64M","0.66%"
"08/07/2022","12,216.84","12,314.08","12,315.97","12,201.49","147.51M","-0.61%"
"08/04/2022","12,291.54","12,292.72","12,329.22","12,243.41","183.52M","0.00%"
"08/03/2022","12,291.93","12,290.30","12,299.24","12,202.37","200.01M","-0.15%"
"08/02/2022","12,310.63","12,334.02","12,334.47","12,221.21","210.26M","-0.23%"
"08/01/2022","12,338.95","12,236.73","12,338.95","12,197.35","209.35M","1.15%"
